word,avg_f1,avg_acc,Lemma,pos,entropy,num_senses,freq,Part of Speech
pressure.n,0.9696523918491883,0.968421052631579,pressure.n,n,0.8800270477157601,2,97,Noun
need.n,0.6279269862496532,0.6668421052631579,need.n,n,0.8800270477157601,2,97,Noun
material.n,0.8504070421363654,0.8506493506493505,material.n,n,0.8791357668533337,2,114,Noun
claim.n,0.9455555555555556,0.9464285714285715,claim.n,n,0.8779620013943912,2,37,Noun
help.v,0.747202635339583,0.7696969696969698,help.v,v,0.8773119373743481,3,226,Verb
film.n,0.7597187126598891,0.7763636363636364,film.n,n,0.8767162889994641,2,54,Noun
program.n,0.682504300055266,0.6842364532019705,program.n,n,0.8729882944709463,2,150,Noun
swing.v,0.6732634032634033,0.7142857142857142,swing.v,v,0.8721617883411699,2,41,Verb
business.n,0.6485430565306726,0.6461538461538462,business.n,n,0.8716836171199819,2,65,Noun
claim.v,0.8193413993413994,0.8333333333333333,claim.v,v,0.8708644692353646,2,48,Verb
child.n,0.8603932735506511,0.8639953542392567,child.n,n,0.870346054692958,2,206,Noun
air.n,0.9348148148148148,0.9377777777777776,air.n,n,0.8667256130949591,2,52,Noun
evidence.n,0.7060184429327286,0.7171428571428571,evidence.n,n,0.8605553930586319,2,74,Noun
refuse.v,0.9039722300403416,0.909090909090909,refuse.v,v,0.8599530497177523,2,60,Verb
organization.n,0.897128427128427,0.8964285714285714,organization.n,n,0.8582307926411411,2,39,Noun
reason.n,0.8572109637551538,0.8638095238095238,reason.n,n,0.8538738465459897,2,104,Noun
fall.v,0.6083868695407157,0.6153846153846153,fall.v,v,0.8524051786494786,2,72,Verb
create.v,0.7401510439567119,0.7401709401709401,create.v,v,0.8518455800500334,2,137,Verb
power.n,0.9550476190476191,0.9571428571428571,power.n,n,0.8514808683852091,2,83,Noun
sound.v,0.8578754578754578,0.86,sound.v,v,0.8478617451660525,2,51,Verb
increase.n,0.8717078410311492,0.8714285714285716,increase.n,n,0.8453509366224364,2,77,Noun
spend.v,0.9767258382642998,0.976923076923077,spend.v,v,0.8453509366224364,2,132,Verb
procedure.n,0.7218688432310724,0.7636363636363637,procedure.n,n,0.8453509366224364,2,55,Noun
agree.v,0.784220933939604,0.7830065359477124,agree.v,v,0.8439491244805034,2,92,Verb
purpose.n,0.7187293687021453,0.7561403508771931,purpose.n,n,0.8426578772022391,2,96,Noun
save.v,0.8948963317384371,0.9072727272727272,save.v,v,0.8383729377099397,2,56,Verb
manner.n,0.9111111111111111,0.9111111111111111,manner.n,n,0.8366407419411673,2,45,Noun
cause.v,0.8222754181035568,0.8251231527093597,cause.v,v,0.8352767572972767,2,143,Verb
promise.v,0.6554978354978356,0.6642857142857143,promise.v,v,0.8296071030882032,2,42,Verb
collect.v,0.576521164021164,0.5777777777777777,collect.v,v,0.8296071030882032,2,42,Verb
issue.v,0.5575372775372776,0.5777777777777778,issue.v,v,0.828055725379504,2,46,Verb
yard.n,0.9793406593406594,0.9800000000000001,yard.n,n,0.828055725379504,2,46,Noun
season.n,0.96,0.96,season.n,n,0.8256265261578954,2,54,Noun
expect.v,0.8162126093989374,0.8375578168362626,expect.v,v,0.8164985919509031,3,234,Verb
reflect.v,0.7665674286726919,0.7909090909090909,reflect.v,v,0.8112781244591328,2,68,Verb
publish.v,0.7474697981756805,0.7755555555555556,publish.v,v,0.8030909760146977,2,49,Verb
handle.v,0.761984570984571,0.7709090909090909,handle.v,v,0.7962699368824384,2,54,Verb
theory.n,0.7550985709623481,0.7782051282051283,theory.n,n,0.7918583525674836,2,63,Noun
feed.v,0.9144129554655871,0.9192307692307692,feed.v,v,0.7771529943226336,2,61,Verb
situation.n,0.7885525451559935,0.8080882352941176,situation.n,n,0.776116265618875,2,83,Noun
direct.v,1.0,1.0,direct.v,v,0.7746319868686843,2,57,Verb
contain.v,0.7845408409781388,0.7916256157635468,contain.v,v,0.7710216226351874,2,146,Verb
individual.n,0.7827170128745038,0.8243589743589744,individual.n,n,0.7706290693639406,2,62,Noun
ground.n,0.9772005772005772,0.9777777777777779,ground.n,n,0.7682814090975241,2,49,Noun
art.n,0.6771561771561772,0.6897435897435897,art.n,n,0.7671903206448684,2,67,Noun
enter.v,0.8324763828763828,0.8366666666666667,enter.v,v,0.7582971529373276,2,137,Verb
right.n,0.9041995259642318,0.9179487179487179,right.n,n,0.7568336324184034,2,55,Noun
shake.v,0.9216666666666666,0.9199999999999999,shake.v,v,0.7540340561971326,2,60,Verb
operate.v,0.5957650682650681,0.5983333333333333,operate.v,v,0.7462343013654811,2,80,Verb
industry.n,0.7983540372670808,0.8161904761904761,industry.n,n,0.7438987452884342,2,71,Noun
come_in.v,0.9623529411764707,0.9636363636363636,come_in.v,v,0.7424875695421236,2,57,Verb
visit.v,0.5965899180184895,0.6021978021978022,visit.v,v,0.7382848661434506,2,72,Verb
way.n,0.7167207953715891,0.7252271139063592,way.n,n,0.7285209480926162,3,269,Noun
hour.n,0.8683664080254989,0.8818181818181818,hour.n,n,0.7219280948873623,2,110,Noun
example.n,0.737468671679198,0.7863636363636364,example.n,n,0.7153220528038851,2,61,Noun
join.v,0.9554542154759942,0.956140350877193,join.v,v,0.7131467486384921,2,92,Verb
stop.v,0.7664894919047242,0.7701538461538461,stop.v,v,0.7124534449668779,2,128,Verb
appear.v,0.8589678980098775,0.8652173913043478,appear.v,v,0.7111203793829537,3,230,Verb
problem.n,0.7438100354859511,0.7572192513368984,problem.n,n,0.7013545780761166,2,179,Noun
means.n,0.7942339806736092,0.8272727272727274,means.n,n,0.7007495497162063,2,58,Noun
finish.v,0.7892230576441104,0.8145454545454545,finish.v,v,0.6962122601251458,2,64,Verb
sit.v,0.7609645456873848,0.7806451612903226,sit.v,v,0.6946165926490012,2,166,Verb
company.n,0.9034150283425646,0.917142857142857,company.n,n,0.6840384356390417,2,77,Noun
figure.n,0.91595162556623,0.9165024630541871,figure.n,n,0.6812908868842175,2,144,Noun
form.n,0.8614706594289592,0.8609756097560975,form.n,n,0.6812908868842175,2,216,Noun
affect.v,0.72640522875817,0.7581818181818182,affect.v,v,0.6807937753703207,2,61,Verb
feeling.n,0.6728736840501547,0.6967320261437908,feeling.n,n,0.6795851972782938,2,89,Noun
go_on.v,0.5743824241347462,0.5836601307189543,go_on.v,v,0.6795851972782938,2,89,Verb
talk.v,0.7998254338254338,0.8126666666666666,talk.v,v,0.6743988870714471,2,124,Verb
compare.v,0.8135531135531135,0.8527472527472527,compare.v,v,0.6722948170756379,2,68,Verb
mean.v,0.7587432567964909,0.7648979591836735,mean.v,v,0.6669738946843727,2,247,Verb
encourage.v,0.7471296819122906,0.7807692307692309,encourage.v,v,0.6619760641115653,2,64,Verb
eat.v,0.7655925925925925,0.8142857142857143,eat.v,v,0.6609623351442084,2,70,Verb
state.v,0.8515421724245253,0.8758169934640522,state.v,v,0.6587435307694673,2,88,Verb
wear.v,0.765663304016245,0.8099999999999999,wear.v,v,0.6577047787442195,2,100,Verb
observe.v,0.7431090930185953,0.7384615384615384,observe.v,v,0.6559420757694149,2,65,Verb
experiment.n,0.7250549450549449,0.7761904761904762,experiment.n,n,0.6554444445609847,2,71,Noun
thought.n,0.7564919085042925,0.7637362637362638,thought.n,n,0.6442142137378306,2,67,Noun
admit.v,0.9493677337155599,0.9549450549450549,admit.v,v,0.6442142137378306,2,67,Verb
improve.v,0.886543804216218,0.8975000000000002,improve.v,v,0.6193821946787638,2,78,Verb
announce.v,0.8263013367614885,0.8470588235294118,announce.v,v,0.6171519192002819,2,85,Verb
face.n,0.7423654614741148,0.7815270935960592,face.n,n,0.6152538910563409,2,138,Noun
condition.n,0.923389355742297,0.9264705882352942,condition.n,n,0.6051865766334205,2,81,Noun
study.n,0.929181786350904,0.93,study.n,n,0.5983474220910422,2,110,Noun
sell.v,0.8824509300597111,0.9051470588235293,sell.v,v,0.5916727785823274,2,84,Verb
allow.v,0.5201047172750621,0.5203333333333333,allow.v,v,0.5795353469249724,2,123,Verb
obtain.v,0.9806444431810286,0.9774928774928775,obtain.v,v,0.5718989326097251,2,133,Verb
action.n,0.8610831522340474,0.8770750988142293,action.n,n,0.560576942614533,2,122,Noun
head.n,1.0,1.0,head.n,n,0.5600443203590992,2,168,Noun
pass.v,0.8358601401993304,0.8346320346320347,pass.v,v,0.5406572280363557,2,121,Verb
seem.v,0.9126120292495191,0.9163552078806315,seem.v,v,0.5326872539936106,2,586,Verb
lose.v,0.9360605915027798,0.9372307692307693,lose.v,v,0.5302247498526307,2,133,Verb
return.v,0.9166199230871601,0.9304347826086957,return.v,v,0.52764232609436,2,134,Verb
mind.n,0.83603402003402,0.8623809523809524,mind.n,n,0.5179618709530011,2,112,Noun
city.n,0.8941024285612629,0.9134057971014492,city.n,n,0.5061252137852815,2,116,Noun
school.n,0.8082204680304876,0.8494252873563217,school.n,n,0.4283781735341417,2,137,Noun
place.v,0.9614700025630409,0.9655172413793103,place.v,v,0.4138168503036338,2,156,Verb
build.v,0.9228260855775904,0.9319088319088319,build.v,v,0.4116455709321492,2,133,Verb
turn.v,0.8238727775003681,0.8363636363636363,turn.v,v,0.3443891056052649,2,171,Verb
